,country,ccode,year,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants,protesteridentity,sources,notes,protesterdemands,stateresponses,countryCode,ccYear,urbanpop,gdpgrowth,inflation,gdppercap,salariedEmployment,vulnerableEmployment
3308,United Kingdom,200,2017,1,9,20.0,2.0,2017.0,20.0,2.0,2017.0,0.0,3500.0,eu migrants,"eu workers protest at parliament the times london , february 21, 2017 tuesday, news; pg. 9, 308 words, hannah mcgrath;","thousands of eu migrants gathered outside parliament yesterday to protest against being used as bargaining chips in the government s brexit negotiations and to highlight their contribution to the british economy. eu workers employed in the uk as nhs staff, cleaners, teachers and university lecturers skipped work to flag mob parliament as part of a national action called one day without us. among those who joined hands in parliament square before meetings to lobby mps was michael arapis, 34, a greek student who had travelled from cardiff, where he has been studying to become an international trade lawyer. mr arapis, who arrived in the uk 15 years ago, fears that he may not fulfil residency criteria after brexit. it is unclear whether this is a protest against the eu.","political behavior, process",ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3309,United Kingdom,200,2017,1,10,20.0,2.0,2017.0,20.0,2.0,2017.0,0.0,3500.0,protesters,"after millions sign petitions, british lawmakers debate trump s state visit; british parliament debated two petitions monday: one calling to rescind a state visit invitation extended to president trump, and another urging them to keep the plans. the christian science monitor, february 20, 2017 monday, world, 820 words, amanda hoover staff;","parliament debated monday whether or not to rescind a state visit invitation extended to president trump a week into his presidency, after two competing petitions elevated the issue to the national conversation. the more successful petition, seeking to downscale the invitation from an official state visit thereby excusing the queen from receiving trump, garnered 1.85 million signatures. the petition supporting trump s visit got 311,000 signatures. any petition that receives more than 100,000 signatures must receive debate time in parliament...while mps debated the petitions, thousands of people gathered outside of parliament to protest the rhetoric and policies put forth by trump and his administration. hosted by the stop trump coalition, the gathering began in parliament square monday afternoon. similar demonstrations were slated to take place around england in manchester, liverpool, cardiff, and newcastle; and in edinburgh, scotland. we are calling for a nationwide day of action to stand up and say no to the future of hatred, racism and division that donald trump is trying to create and to say no to the disgraceful complicity of theresa may and the british government in supporting him, organizers said, according to the evening standard. as the debate continued into the evening, protesters became loud enough that mps in the chamber had difficulty hearing speakers, according to the telegraph. at least one mp went outside to address the protesters.","political behavior, process",accomodation,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3310,United Kingdom,200,2017,1,11,4.0,3.0,2017.0,4.0,3.0,2017.0,0.0,3500.0,nurses,"no budget boost for health as hammond saves for brexit fund the times london , march 6, 2017 monday, news; pg. 8,9, 1089 words, sam coates;","philip hammond said yesterday that there would be no new money for the nhs in wednesday s budget, facing down pressure from labour and brandishing his credentials as a fiscal conservative .philip hammond used a tv appearance to warn there would be no nhs bailout despite protests from thousands of nurses this weekend leaving theresa may, with her husband philip, in the line of fire location is unclear but given it is coded as london.","political behavior, process",ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3311,United Kingdom,200,2017,1,12,25.0,3.0,2017.0,25.0,3.0,2017.0,0.0,75.0,retainers,"under anti eu pressures, europe s advocates find their footing; the weekend s 60th anniversary of the launching of the eu project saw anti eu protesters on the streets in rome, but it also saw counter protests everywhere from britain to warsaw. the christian science monitor, march 27, 2017 monday, world, 1184 words, sara miller llana staff writer;","in two days, britain is officially launching negotiations to leave the bloc. populists are riding a wave of euroskepticism almost everywhere, while even top leaders of the eu have wondered if the postwar project has a future the weekend s anniversary of the march 25, 1957, signing saw anti eu protesters on the streets in rome. but counter protests cropped up everywhere from britain, among remainers who are now pushing for a soft brexit, to warsaw, where organizers rallied people under the slogan i love you, europe.","political behavior, process",ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3312,United Kingdom,200,2017,1,13,7.0,5.0,2017.0,7.0,5.0,2017.0,0.0,750.0,protesters calling for more action against knife crime,"rally against stabbings, the times london , may 8, 2017 monday, news; pg. 4, 70 words;","rally against stabbings the families of knife victims were among 500 people at a rally in east london yesterday calling for more action against knife crime. there have been ten stabbings in the capital in the past fortnight and knife crime rose 24 per cent in the past year, according to the metropolitan police. philippa addai, whose son marcel, 17, was killed in 2015, said: it is time for everyone to come together.","political behavior, process",ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3313,United Kingdom,200,2017,1,14,16.0,6.0,2017.0,16.0,6.0,2017.0,1.0,75.0,people demanding the government rehouse all grenfell fire victims,"shame on you, angry crowd jeers as may retreats, the times london , june 17, 2017 saturday, news; pg. 9, 308 words, david brown ; sean o neill;","theresa may was jeered by an angry crowd last night as she hurried under heavy police guard from a meeting with survivors of the grenfell tower fire. with the number missing and feared dead rising to 70 amid allegations of safety failings, the prime minister was met with shouts of coward , out and shame on you as she emerged from an unpublicised visit to st clement s church near the west london tower. a unit of 20 uniformed officers formed a line to hold back protesters. vehicles in the motorcade were rocked by the crowd as it threatened to break through the police line. the encounter followed a day of mounting tension in kensington. impromptu protests sprang up, demanding help for those left homeless, accurate information on the number of dead and action to hold people and institutions to account for the inferno that swept through the 24 storey tower before 1am on wednesday. note: the actual number of protesters was not provided within the source, and is based on prior coding decisions","political behavior, process",crowd dispersal-ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3314,United Kingdom,200,2017,1,15,21.0,6.0,2017.0,21.0,6.0,2017.0,0.0,750.0,protesters calling for the prime minister to resign,"day of rage protest march criticised for wasting police time, the times london , june 22, 2017 thursday, news; pg. 23, 293 words, neil johnston ; katie gibbons;","a day of rage that had been planned to shake westminster after the grenfell tower fire turned into a lukewarm protest that was criticised for needlessly stretching exhausted emergency services neil johnston and katie gibbons write . as a crowd of several hundred gathered in shepherds bush, west london, calling for the prime minister to resign, the community centre supporting victims of the fire shunned the protest. the day of rage, organised by the movement for justice by any means necessary, sought to bring down the government in reaction to the fire. hundreds of people signed up for it on social media, in addition to two other protests against theresa may and the queen s speech. however, the crowd that marched six miles from kensington to parliament in 33c heat was thin. about 500 people chanted justice in, tories out but by 5pm the crowd was less than a quarter of its original size. several hundred police officers were deployed.",removal of politician,crowd dispersal,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3315,United Kingdom,200,2017,1,16,25.0,6.0,2017.0,25.0,6.0,2017.0,1.0,75.0,protesters opposed to man s death following contact with police,"protests erupt in violence after death of man stopped by police, the times london , june 27, 2017 tuesday, news; pg. 17, 449 words, fiona hamilton;","activists from groups including black lives matter uk and the organisation behind the day of rage march took part in protests that turned violent at the weekend after a man s death following contact with police. fourteen police officers were injured, four of whom were taken to hospital, during clashes in east london after the death of edir frederico da costa, 25. a peaceful protest on sunday afternoon outside forest gate police station turned violent. all four injured officers have been discharged from hospital and four people were arrested. activists from black lives matter uk were part of the protest. note: the number of protesters was not included in the sources, and is based on prior coding decisions",police brutality,crowd dispersal,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3316,United Kingdom,200,2017,1,17,28.0,7.0,2017.0,28.0,7.0,2017.0,1.0,75.0,protesters opposed to the death of a black man after he was restrained by police,"burning barricade set up in street protest over man s death, the times london , july 29, 2017 saturday, news; pg. 20, 245 words, jonathan paige;","a protest triggered by the death of a black man after he was restrained by police erupted into violent clashes last night as crowds blocked a road in northeast london. rashan charles, 20, died in hospital last saturday after being held by two police officers on the floor of a shop in dalston, hackney. cctv of the inci dent was put on social media shortly afterwards. bins, mattresses and debris were used to block the road last night and at one stage a lorry drove through the barricade with people clinging to it. the windows of several shops in kingsland road, which runs towards the city of london, were smashed with the trouble stretching beyond dalston kingsland railway station. the protest began peacefully before 4pm yesterday. some bottles and other items were thrown at police but the violence remained under control. at 10pm more bottles, some alight, and fireworks were launched as riot police moved towards the barricade. note: the number of protesters was not included in the source, and is based on prior coding decisions",police brutality,crowd dispersal,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3317,United Kingdom,200,2017,1,18,1.0,10.0,2017.0,1.0,10.0,2017.0,0.0,10000.0,protesters against brexit,"thousands fly flag for eu on day of protest, the times london , october 2, 2017 monday, news; pg. 10, 248 words, gabriella swerling;","riding an inflatable unicorn and carrying a box of froot loops, one protester dressed as boris johnson made his views clear gabriella swerling writes . we are protesting against brexit, said drew galdron, 34, adding: i have a box of unicorn fruit loops because that s what johnson is. the foreign secretary lookalike was just one of about 30,000 protesters who took to the streets of manchester yesterday as anti brexit campaigners and anti austerity activists held rallies to coincide with the start of the tory party conference. earlier in the morning, a 10 metre banner bearing the words hang the tories appeared on a footbridge in salford. it was denounced by both tory and labour mps as well as andy burnham, the labour mayor of manchester. jeremy corbyn offered no comment. the banner was later removed by police. some protesters took swipes at leading tory figures with slogans such as may the farce be with you . others used the occasion to air their views on a variety of causes, including lgbt rights, justice for grenfell and anti fracking. police said protesters were co operative and no arrests had been made.","political behavior, process",ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3318,United Kingdom,200,2017,1,19,28.0,10.0,2017.0,28.0,10.0,2017.0,0.0,3500.0,protesters highlighting concerns about hospital provision,"nhs highland moves to calm protests, the times london , october 31, 2017 tuesday, news; pg. 20, 451 words, mike merritt;","health board managers have pleaded with community leaders to work together following protests involving thousands of people against planned redesigns of local hospital services. the protests were held in wick, thurso and portree to highlight concerns about hospital provision in caithness and on the isle of skye. nhs highland said it hoped that community leaders would help the health board to explain why changes were required. saturday s protests followed one held last week outside wick town and county hospital. in caithness, where more than 2,000 people were involved in the rallies, there are concerns that bed numbers at community hospitals are to be cut.",social restrictions,ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3319,United Kingdom,200,2017,1,20,21.0,11.0,2017.0,21.0,11.0,2017.0,0.0,750.0,jordanhill community council,"anger as housing project approved at landmark site, the times london , november 22, 2017 wednesday, news; pg. 20, 484 words, marc horne;","councillors have defied the protests of local residents and approved a controversial 100 million development that will transform a glasgow landmark. cala homes has submitted proposals to build up to 412 homes on the former jordanhill college campus in the city s west end. planning permission was granted in principle by glasgow city council in january but protesters raised a legal challenge, citing risks to green space and protected trees. they also highlighted the fact that councillors did not conduct a site visit. yesterday, the city council s planning applications commitee voted twice in favour of the developers. the decision was made while dozens of residents were locked out of the meeting due to a lack of space. jordanhill community council, which has led objections to the proposals, believes the plans can still be halted. willie dick, the group s spokesman, said: we are extremely disappointed with the decisions reached by the members of the committee, taken without the benefit of visiting the site. we will continue to seek justice. the group is waiting for a judicial review petition which was heard in the court of session last week, and mr dick added: we would consider it a breach of natural justice if any work was to commence prior to a court verdict. the community group now plans to raise the issue with the scottish government and is considering options which could include the raising of a further judicial review petition in response to the granting of consents. glenn elder, chairman of the planning applications committee, rejected suggestions yesterday that the meeting should have been postponed until a bigger venue could be found. it meant that just 14 residents, out of a group of more than 100 who came to glasgow city chambers, were allowed to witness the vote.",land farm issue,ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3320,United Kingdom,200,2017,1,21,23.0,11.0,2017.0,23.0,11.0,2017.0,0.0,75.0,fire brigades union scotland,"firefighters take cuts protest to holyrood, the times london , november 24, 2017 friday, news; pg. 16, 214 words, laura paterson;","firefighters from across the country have demonstrated at holyrood against cuts to the emergency service. the protest was organised in response to safety fears after a leaked scottish fire and rescue service document revealed that the brigade may have to rebalance staff numbers and review its station footprint . protesters carrying placards with slogans including cuts costs lives heard from denise christie, fire brigades union scotland secretary, who said: we ve seen over 60 million out of our budget since 2013 and we were promised by the scottish government that would not impact on the frontline but it absolutely has. over 700 firefighter jobs lost, five control rooms lost, we re regularly seeing appliances unavailable for emergencies because we ve not got enough staff to crew them. so we ve come here to tell the scottish government, in two weeks time when you announce your budget you need to make sure that firefighters are properly rewarded and the fire service is properly resourced. note: the number of protesters was not included in the source, and was based on prior coding decisions",labor wage dispute,ignore,GBR,"GBR,2017",26.7126836084165,2.13445309331686,2.55775577557754,40857.7555829627,80.7799987792969,15.9800000786781
3321,United Kingdom,200,2018,1,1,2.0,1.0,2018.0,2.0,1.0,2018.0,0.0,750.0,"unions, protesters against the biggest rail fare rise in five years","rail prices backlash as minister takes flight, the times london , january 3, 2018 wednesday, news; pg. 1,2, 676 words, graeme paton ; henry zeffman;","the transport secretary was accused of running scared yesterday after flying abroad as anger grew over the biggest rail fare rise in five years. chris grayling became the focus of criticism over a 3.4 per cent increase in fares, with claims that millions of passengers could be priced out of using the railways. it led to renewed speculation that he could be sacked in a forthcoming cabinet reshuffle. speaking to the times from qatar mr grayling defended his trade mission there, saying that he was trying to negotiate two big contracts for british companies, including the construction of a new airport in the gulf state. he said that ministers would be legally obliged to extend a deal struck for the struggling virgin east coast line to other cash strapped companies. lord adonis quit the national infrastructure commission over the deal last week, claiming that it constituted a state bailout of stagecoach, which owns 90 per cent of the franchise. the operator will be allowed to end the contract three years early after a predicted rise in passenger numbers failed to materialise, meaning that it will avoid 2 billion in franchise payments to the government. in its place, a publicprivate partnership will run the line. yesterday protests led by unions and continued on page 2, col 3 continued from page 1 anger over rail fares labour mps were staged outside 40 stations across the country over the fare rise, which is the biggest since 2013. passengers also expressed their anger. sarah beer, from lingfield in surrey, who pays nearly 4,000 a year for her commute to london, described it as an extortionate amount of money . it is like watching the great train robbery all over again, she said. what i cannot grasp, in this day and age, is that all we ask for is a reliable train service.","price increases, tax policy",ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3322,United Kingdom,200,2018,1,2,5.0,2.0,2018.0,5.0,2.0,2018.0,0.0,3500.0,people s assembly against austerity and health campaigns together,"trump rebuked for claim that nhs is going broke ; nhs chief and health secretary hit back at president s tweet, the times london , february 6, 2018 tuesday, news; front page; pg. 1, 340 words, sam coates ; kat lay ; rhys blakely;","the head of the nhs goaded president trump yesterday with an invitation to visit british hospitals so that he could see healthcare delivered at half the cost of the us system. simon stevens intervened in a transatlantic spat which started when the us president tweeted that the nhs was going broke and not working . echoing comments made by nigel farage, the former ukip leader, on fox news yesterday morning, the president wrote: the democrats are pushing for universal healthcare while thousands of people are marching in the uk because their u niversal system is going broke and not working. thousands demonstrated in london on saturday over what they claim is an nhs funding crisis. the march was organised by two pressure groups: the people s assembly against austerity and health campaigns together.","political behavior, process",ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3323,United Kingdom,200,2018,1,3,8.0,2.0,2018.0,8.0,2.0,2018.0,0.0,750.0,migrant flower pickers,"daffodil farm boss arrested for slavery , the times london , february 10, 2018 saturday, news; pg. 33, 434 words, simon de bruxelles;","more than 100 migrant flower pickers protested outside a police station in support of their employers, who had been arrested on suspicion of keeping workers in conditions of modern slavery . it followed a raid on a daffodil farm which employs 200 mainly eastern european seasonal workers. three of the bosses at r h scrimshaw and sons flower business at bosahan farm in manaccan, near helston, cornwall, were arrested on thursday. two women and 12 men asked to be looked after by social services. others went to protest their employers innocence at camborne police station. the crowd dispersed after the men, aged 68, 49 and 41, were released without charge pending further investigation. the pickers, who are paid 8p a bunch, live on site in static caravans and have use of a games room, a recreation room, and free access to the internet. the daffodil farm is one of the largest in the uk and produces around 60 million stems a season. a spokesman for the family business said: it s hard work and you have to be physically fit. our best picker makes 240 a day on a good day. that is our best picker, but they can earn a good wage, much more than they would back home. what happened was terrible. wolfe is giving us a job which is why we all went to the police station to support www.him.no one is pushing anyone to come here and you can leave at any time. detective inspector gail windsor of devon and cornwall police said: we visited approximately 200 migrant workers, a mixture of romanian and lithuanian, and out of that 14 asked for assistance in leaving the site.",police brutality,ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3324,United Kingdom,200,2018,1,4,22.0,2.0,2018.0,6.0,3.0,2018.0,1.0,750.0,students supporting their lecturers strike; members of the university and college union ucu,"students come to blows as staff strike divides campus, the times london , february 23, 2018 friday, news; pg. 10, 340 words, gabriella swerling ; georgie keate; cambridge threatens to leave pension scheme over strikes, the times london , march 3, 2018 saturday, news; pg. 12, 391 words, georgie keate; vice chancellor blocks oxford bid to resolve lecturers strike, the times london , march 7, 2018 wednesday, news; pg. 13, 605 words, rosemary bennett;","a scuffle broke out yesterday between sussex university students supporting their lecturers strike and those infuriated over the disruption. the scuffle happened as students stormed the jubilee building in brighton to shout join the strike at others sitting in a psychology lecture. ellie ferguson, 22, a final year international relations student backing industrial action, said that protesters jammed open the lecture theatre door with a chair to ensure their point was heard inside. there was about 250 300 of us and we were chanting leave your lectures , she said. one woman came out and took the chair away that was holding the door open. they were saying we were disrupting their education but we said sorry, but we are protesting about management. then this other male student came over and pushed one of us with both hands, so that they fell back over a table. sussex university said there had been a brief incident between students earlier today, which was resolved very quickly . in central london, protesters entered the universities uk building in tavistock square, where they called the group a parasitic organisation which profits directly from the increasing marketisation of our education system . the organisation said that 16 people had refused to leave, while eating snacks and listening to music. at manchester university, chanting students and lecturers marched up and down oxford road with banners and placards. cries of, when they say cut back, we say fight back! could be heard all along the main road cutting through manchester university yesterday morning. some songs were directed at its vice chancellor: nancy rothwell get out, we know what you re all about! dozens of students stood at the picket lines across campus in solidarity with their teachers from 8.30am. conor cooley, 19, a maths student, said: we are tomorrow s lecturers, and we will never be able to retire if we don t have a pension. cambridge university warned it could withdraw from the pension scheme at the centre of the bitter lecturers strike if a resolution cannot be found. members of the university and college union ucu are partway through 14 days of walkouts over four weeks, in protest at changes to the universities superannuation scheme uss . staff say they would be 10,000 a year worse off in retirement because of changes to their pensions from a defined benefit scheme, that gives a guaranteed income, to a defined contribution , which is subject to stock market fluctuations. universities uk uuk says that its pension scheme has a deficit of more than 6 billion. oxford university s vice chancellor is embroiled in a bitter row with her academic staff after she blocked a debate that challenged her hardline stance in the lecturers strike. louise richardson utilised a technicality in order to suspend debate on a resolution to reverse oxford s support for cuts to the national lecturers pension scheme, which have triggered 14 days of strikes at 64 universities. the move came at a meeting of congregation, oxford s governing body, when 20 members and supporters of professor richardson stood up as the resolution was introduced. under university law, this automatically suspends the debate. congregation was meeting in the sheldonian theatre, while about 150 students demonstrated outside in support of a vote going ahead. after the decision to suspend the debate, academics walked out in protest and held a symbolic vote in the old bodleian library quad. the resolution to change the university s position on pensions passed by 418 votes to two. the academics then chanted: we re not done .",labor wage dispute,ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3325,United Kingdom,200,2018,1,5,26.0,2.0,2018.0,26.0,2.0,2018.0,0.0,75.0,officials and members of the rmt union,"aberdeen protests; news in brief, the times london , february 27, 2018 tuesday, business; pg. 50, 69 words;","officials and members of the rmt union staged a demonstration outside the office of ross thomson, the aberdeen south conservative mp, yesterday, demanding better conditions for seafarers and offshore workers. the union also demonstrated outside the oil & gas uk office in the city. the union wants support in enforcing the minimum wage for those on commercial vessels operating between british ports and the north sea. note: the actual number of protesters was not included in the source, and was determined based on prior coding decisions",labor wage dispute,ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3326,United Kingdom,200,2018,1,6,7.0,3.0,2018.0,7.0,3.0,2018.0,0.0,75.0,campaign against the arms trade,"ministers colluding in saudi war crimes by allowing weapon sales, says corbyn, the times london , march 8, 2018 thursday, news; pg. 14, 979 words, henry zeffman; richard spencer;","jeremy corbyn has accused the government of colluding in war crimes committed by saudi forces in yemen in an intervention which prompted a furious response from downing street. as mohammed bin salman, the saudi crown prince, began a three day visit to the uk, the labour leader used prime minister s questions to attack theresa may for co operating with the regime, claiming british forces personnel were directing the conflict in yemen. downing street reacted angrily, saying mr corbyn s allegation was simply not true . campaign against the arms trade, which staged a protest last night demanding a ban on further sales, said that 4.6 billion of weapons deliveries were approved by the government in the first two years of the conflict in yemen. note: the actual number of protesters was not included in the source, and is based on prior coding decisions","political behavior, process",ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3327,United Kingdom,200,2018,1,7,13.0,3.0,2018.0,13.0,3.0,2018.0,0.0,750.0,academics and the university and college union ucu,"exams suffer as university strike deal fails, the times london , march 14, 2018 wednesday, news; pg. 22, 789 words, rosemary bennett; exams suffer as university strike deal fails, the times london , march 14, 2018 wednesday, news; pg. 15, 791 words, rosemary bennett;","final year exams at more than 60 universities are set to be severely disrupted after a deal to end the lecturers strike was rejected out of hand. union leaders said that they would now make detailed preparations for 14 days of strikes to be held during the exam period of may and june. in a message to membe rs, they called for those who were external examiners at the affected universities to consider their position with a view to putting pressure on the assessment season . the university and college union ucu has also reminded employers that under the terms of the strike lecturers would refuse to reschedule missed lectures or classes. that will leave hundreds of thousands of students finishing courses by themselves with little support as they revise. across the country academics took to the picket lines in force or held emergency meetings yesterday morning to make their feelings on the deal clear to branch managers. there were extraordinary scenes outside the ucu s london headquarters when dozens of academics turned up to voice their disapproval, armed with placards, loudhailers and even a smoke bomb. students held sit ins at universities including cambridge, glasgow and dundee. the rejected deal, which emerged after six days of negotiation at the conciliation service acas, would have protected the defined benefit element of the pension, but only for the next three years in a transition period and at a lower value than at present. across the country academics took to the picket lines in force or held emergency meetings to make their feelings on the deal clear to branch managers. students also staged sit ins and rallies in support. about 50 students occupied the university of edinburgh s george square lecture theatre, calling on peter mathieson, the principal, to be more explicit in his support for staff. a university spokesman said it supported the right to peaceful protest and was working with participants to provide for their basic needs . at the university of dundee, stu dents occupied a corridor used by management and issued three demands, including that the university becomes a living wage employer. the university said it wanted to see a pension scheme that was sustainable, affordable ... and meaningful in terms of providing a dignified retirement income . the rejected deal, which emerged after six days of negotiation at the conciliation service acas, would have protected the defined benefit element of the pension, but only for the next three years in a transition period and at a lower value than at present. note: the actual number of protesters was not included in the source, and was decided based on prior coding decisions",labor wage dispute,ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3328,United Kingdom,200,2018,1,8,13.0,3.0,2018.0,22.0,3.0,2018.0,0.0,75.0,students,"exams suffer as university strike deal fails, the times london , march 14, 2018 wednesday, news; pg. 22, 789 words, rosemary bennett; exams suffer as university strike deal fails, the times london , march 14, 2018 wednesday, news; pg. 15, 791 words, rosemary bennett; university locks in students protesting at lecturer strike, the times london , march 23, 2018 friday, news; pg. 23, 380 words, rosemary bennett;","final year exams at more than 60 universities are set to be severely disrupted after a deal to end the lecturers strike was rejected out of hand. union leaders said that they would now make detailed preparations for 14 days of strikes to be held during the exam period of may and june. in a message to membe rs, they called for those who were external examiners at the affected universities to consider their position with a view to putting pressure on the assessment season . the university and college union ucu has also reminded employers that under the terms of the strike lecturers would refuse to reschedule missed lectures or classes. that will leave hundreds of thousands of students finishing courses by themselves with little support as they revise. the rejected deal, which emerged after six days of negotiation at the conciliation service acas, would have protected the defined benefit element of the pension, but only for the next three years in a transition period and at a lower value than at present. across the country academics took to the picket lines in force or held emergency meetings to make their feelings on the deal clear to branch managers. students also staged sit ins and rallies in support. university of aberdeen students occupied a block used by management. the rejected deal, which emerged after six days of negotiation at the conciliation service acas, would have protected the defined benefit element of the pension, but only for the next three years in a transition period and at a lower value than at present. a nine day protest at the university of aberdeen, one of the biggest student actions it has ever experienced, ended on wednesday. note: the actual number of protesters was not included in the source, and was decided based on prior coding decisions",labor wage dispute,ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3329,United Kingdom,200,2018,1,9,20.0,3.0,2018.0,20.0,3.0,2018.0,0.0,75.0,students,"university locks in students protesting at lecturer strike, the times london , march 23, 2018 friday, news; pg. 23, 380 words, rosemary bennett;","student lock ins used to mean drunken antics in a local pub after closing time. at the university of london the term took on a new meaning after students broke into chancellor s hall on tuesday for a sit in protest against the lecturers strike. they hung a banner saying secure hours and pay at senate house in bloomsbury. the next morning, they shared a video online that showed maintenance staff installing locks and bolts, preventing them from leaving. the students have said they were locked in with no means of escape. they said they were refused access to food, water and lavatory facilities. the students, who were still in the building last night according to their group twitter account, were said to have been locked in for about an hour. note: the actual number of protesters was not included within the source, and is based on prior coding decisions",labor wage dispute,crowd dispersal,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3330,United Kingdom,200,2018,1,10,29.0,3.0,2018.0,29.0,3.0,2018.0,0.0,1500.0,"protesters responding to the controversy generated by the belfast rape trial, including the group reclaim the night in belfast","thousands on the march over consent and education. the times london , march 30, 2018 friday, news; pg. 6,7, 391 words, aaron rogan;","thousands of people attended rallies across ireland in response to the controversy generated by the belfast rape trial aaron rogan writes . a gathering that blocked o connell street, dublin, at lunchtime drew about 2,000 people and 1,000 turned out in belfast near the court at which the trial had been held. there were also protests in derry, cork, galway and limerick. the events were organised on social media on wednesday after paddy jackson, 26, and his ireland and ulster rugby team mate stuart olding, 25, were found not guilty of raping a woman at a house in belfast in june 2016. many protesters held banners and chanted slogans in support of the woman in the case. noeline blackwell, chief executive of the dublin rape crisis centre, addressed the rally at the spire in the capital and called for protesters to help the charity to support victims of assault and reform the sex education system. in belfast protesters at a rally organised by reclaim the night, which campaigns against gender based violence, tied yellow ribbons and flowers to the entrance of laganside court where the trial had been held.","political behavior, process",ignore,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3331,United Kingdom,200,2018,1,11,26.0,5.0,2018.0,26.0,5.0,2018.0,0.0,750.0,"demonstrators demanding the release of tommy robinson, who was involved with pegida uk, a british offshoot of the german anti islam group","behind the story, the times london , may 30, 2018 wednesday, edition 2, national edition, news; pg. 7, 228 words, lucy fisher","five years ago the far right in britain seemed to be in terminal decline after tommy robinson, the movement s poster boy, quit the english defence league and renounced his former party lucy fisher writes . holding back tears, he sat alongside the founder of the quilliam foundation, a counter extremism think tank, and expressed his wish to consider alternative ways of tackling islamism. by 2015, however, he was involved with pegida uk, a british offshoot of the german anti islam group. to explain his earlier epiphany, he claimed that quilliam had paid him thousands of pounds. his arrest on friday revealed a deepening alliance of political forces around him. senior ukip figures leapt to his defence following his detention outside leeds crown court. gerard batten, ukip s leader, and david coburn, the scottish ukip leader, addressed the crowd at a free tommy demonstration outside parliament at the weekend. st george s flags were waved as hundreds of demonstrators also chanted robinson s name outside downing street.","political behavior, process-.",ignore-.,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
3332,United Kingdom,200,2018,1,12,9.0,6.0,2018.0,9.0,6.0,2018.0,1.0,3500.0,free tommy robinson group,"clashes feared as far right and trump critics go on the march, the times london , july 13, 2018 friday, edition 1, national edition, news; pg. 8,9, 717 words, will humphries;dulcie lee",an event involving the free tommy robinson group on june 9 led to serious violence in london. there were nazi salutes as bottles and metal barriers were thrown at police. five officers were hurt and there were nine arrests as thousands of protesters ran wild.,"political behavior, process-.",arrests-crowd dispersal-.,GBR,"GBR,2018",26.8304584761102,1.65092549602133,2.29283990345939,43646.9519711493,81.2099990844727,16.0200002789497
